"date","geography","geography code","Residence type: Total; measures: Value","Residence type: Lives in a household; measures: Value","Residence type: Lives in a communal establishment; measures: Value"
"2021","E00060859","E00060859",249,249,0
"2021","E00060732","E00060732",207,207,0
"2021","E00060733","E00060733",183,183,0
"2021","E00060734","E00060734",187,187,0
"2021","E00060735","E00060735",199,199,0
"2021","E00060736","E00060736",265,265,0
"2021","E00060737","E00060737",304,292,12
"2021","E00060729","E00060729",230,230,0
"2021","E00060730","E00060730",244,244,0
"2021","E00060731","E00060731",238,238,0
"2021","E00060739","E00060739",323,323,0
"2021","E00060740","E00060740",260,260,0
"2021","E00060738","E00060738",212,212,0
"2021","E00060741","E00060741",297,297,0
"2021","E00060745","E00060745",460,460,0
"2021","E00060748","E00060748",318,318,0
"2021","E00060749","E00060749",258,258,0
"2021","E00060742","E00060742",284,284,0
"2021","E00060743","E00060743",252,252,0
"2021","E00060744","E00060744",363,363,0
"2021","E00060746","E00060746",289,287,2
"2021","E00060747","E00060747",280,280,0
"2021","E00060955","E00060955",291,291,0
"2021","E00060956","E00060956",319,215,104
"2021","E00060957","E00060957",287,287,0
"2021","E00060958","E00060958",445,445,0
"2021","E00060959","E00060959",302,302,0
"2021","E00060960","E00060960",259,259,0
"2021","E00060961","E00060961",316,316,0
"2021","E00188195","E00188195",388,388,0
"2021","E00188319","E00188319",447,375,72
"2021","E00188331","E00188331",276,276,0
"2021","E00060962","E00060962",230,230,0
"2021","E00188176","E00188176",276,270,6
"2021","E00188190","E00188190",287,287,0
"2021","E00188249","E00188249",217,217,0
"2021","E00188258","E00188258",241,241,0
"2021","E00060670","E00060670",319,319,0
"2021","E00060674","E00060674",309,267,42
"2021","E00060675","E00060675",245,245,0
"2021","E00060676","E00060676",323,323,0
"2021","E00060696","E00060696",207,206,1
"2021","E00060690","E00060690",271,271,0
"2021","E00060691","E00060691",259,259,0
"2021","E00060694","E00060694",252,252,0
"2021","E00060697","E00060697",430,430,0
"2021","E00060698","E00060698",253,253,0
"2021","E00060673","E00060673",247,247,0
"2021","E00060679","E00060679",351,351,0
"2021","E00060681","E00060681",548,548,0
"2021","E00060685","E00060685",531,531,0
"2021","E00060671","E00060671",207,158,49
"2021","E00060677","E00060677",223,223,0
"2021","E00060678","E00060678",279,234,45
"2021","E00060682","E00060682",264,264,0
"2021","E00060684","E00060684",234,234,0
"2021","E00060680","E00060680",300,300,0
"2021","E00060683","E00060683",295,295,0
"2021","E00060686","E00060686",317,317,0
"2021","E00060687","E00060687",230,230,0
"2021","E00060688","E00060688",247,247,0
"2021","E00060672","E00060672",223,223,0
"2021","E00060689","E00060689",282,282,0
"2021","E00060692","E00060692",294,294,0
"2021","E00060693","E00060693",197,197,0
"2021","E00060695","E00060695",205,204,1
"2021","E00060833","E00060833",287,287,0
"2021","E00060835","E00060835",335,335,0
"2021","E00060842","E00060842",535,535,0
"2021","E00060846","E00060846",388,388,0
"2021","E00060847","E00060847",269,269,0
"2021","E00060834","E00060834",258,258,0
"2021","E00060836","E00060836",255,255,0
"2021","E00060837","E00060837",302,302,0
"2021","E00060838","E00060838",291,291,0
"2021","E00060839","E00060839",282,282,0
"2021","E00060883","E00060883",284,284,0
"2021","E00060885","E00060885",283,283,0
"2021","E00060886","E00060886",290,290,0
"2021","E00060887","E00060887",309,309,0
"2021","E00060888","E00060888",209,209,0
"2021","E00060880","E00060880",258,258,0
"2021","E00060889","E00060889",298,298,0
"2021","E00060890","E00060890",195,195,0
"2021","E00060893","E00060893",289,289,0
"2021","E00060895","E00060895",358,358,0
"2021","E00060881","E00060881",283,283,0
"2021","E00060882","E00060882",313,313,0
"2021","E00060891","E00060891",357,357,0
"2021","E00060894","E00060894",291,291,0
"2021","E00165819","E00165819",384,351,33
"2021","E00188196","E00188196",328,328,0
"2021","E00188286","E00188286",265,239,26
"2021","E00188316","E00188316",345,345,0
"2021","E00188194","E00188194",311,308,3
"2021","E00188200","E00188200",336,336,0
"2021","E00188240","E00188240",362,362,0
"2021","E00188275","E00188275",331,331,0
"2021","E00188277","E00188277",285,285,0
"2021","E00060841","E00060841",392,392,0
"2021","E00060843","E00060843",225,225,0
"2021","E00060844","E00060844",330,330,0
"2021","E00060845","E00060845",297,297,0
"2021","E00061021","E00061021",208,208,0
"2021","E00061034","E00061034",258,258,0
"2021","E00061035","E00061035",191,154,37
"2021","E00061036","E00061036",332,332,0
"2021","E00061037","E00061037",213,212,1
"2021","E00061039","E00061039",244,244,0
"2021","E00061022","E00061022",309,268,41
"2021","E00061024","E00061024",376,323,53
"2021","E00061025","E00061025",276,276,0
"2021","E00061028","E00061028",329,231,98
"2021","E00061038","E00061038",259,241,18
"2021","E00061023","E00061023",246,246,0
"2021","E00061026","E00061026",256,256,0
"2021","E00061027","E00061027",253,206,47
"2021","E00061029","E00061029",245,245,0
"2021","E00061030","E00061030",249,249,0
"2021","E00061031","E00061031",310,310,0
"2021","E00061032","E00061032",237,237,0
"2021","E00061033","E00061033",280,280,0
"2021","E00061445","E00061445",301,301,0
"2021","E00061447","E00061447",261,261,0
"2021","E00061458","E00061458",270,270,0
"2021","E00061459","E00061459",278,231,47
"2021","E00061460","E00061460",292,292,0
"2021","E00061040","E00061040",293,293,0
"2021","E00061041","E00061041",289,289,0
"2021","E00061042","E00061042",297,297,0
"2021","E00061055","E00061055",326,326,0
"2021","E00061062","E00061062",176,176,0
"2021","E00061239","E00061239",305,298,7
"2021","E00061242","E00061242",261,261,0
"2021","E00061243","E00061243",229,229,0
"2021","E00061244","E00061244",283,283,0
"2021","E00061245","E00061245",281,281,0
"2021","E00061247","E00061247",244,244,0
"2021","E00061233","E00061233",313,313,0
"2021","E00061234","E00061234",339,339,0
"2021","E00061235","E00061235",267,267,0
"2021","E00061236","E00061236",266,266,0
"2021","E00061246","E00061246",338,338,0
"2021","E00061232","E00061232",252,252,0
"2021","E00061237","E00061237",273,273,0
"2021","E00061238","E00061238",296,296,0
"2021","E00061240","E00061240",272,272,0
"2021","E00061241","E00061241",271,271,0
"2021","E00061043","E00061043",309,309,0
"2021","E00061044","E00061044",198,198,0
"2021","E00061047","E00061047",290,290,0
"2021","E00061054","E00061054",275,275,0
"2021","E00061063","E00061063",260,260,0
"2021","E00061045","E00061045",229,229,0
"2021","E00061046","E00061046",354,354,0
"2021","E00061048","E00061048",307,307,0
"2021","E00061050","E00061050",260,260,0
"2021","E00061064","E00061064",205,205,0
"2021","E00061049","E00061049",271,271,0
"2021","E00061057","E00061057",289,289,0
"2021","E00061059","E00061059",276,276,0
"2021","E00061061","E00061061",298,298,0
"2021","E00061052","E00061052",259,259,0
"2021","E00061053","E00061053",344,344,0
"2021","E00061056","E00061056",252,252,0
"2021","E00061058","E00061058",293,293,0
"2021","E00174125","E00174125",347,347,0
"2021","E00061408","E00061408",310,310,0
"2021","E00061409","E00061409",316,316,0
"2021","E00061410","E00061410",377,377,0
"2021","E00061413","E00061413",211,211,0
"2021","E00061414","E00061414",204,204,0
"2021","E00061406","E00061406",341,341,0
"2021","E00061416","E00061416",177,177,0
"2021","E00061417","E00061417",285,285,0
"2021","E00061420","E00061420",258,258,0
"2021","E00061426","E00061426",312,312,0
"2021","E00061407","E00061407",327,327,0
"2021","E00061411","E00061411",269,269,0
"2021","E00061427","E00061427",241,241,0
"2021","E00061428","E00061428",277,277,0
"2021","E00061429","E00061429",251,250,1
"2021","E00061412","E00061412",293,293,0
"2021","E00061415","E00061415",221,221,0
"2021","E00061418","E00061418",274,274,0
"2021","E00061422","E00061422",312,312,0
"2021","E00188253","E00188253",370,370,0
"2021","E00188260","E00188260",292,292,0
"2021","E00188317","E00188317",372,372,0
"2021","E00061421","E00061421",291,291,0
"2021","E00061423","E00061423",317,317,0
"2021","E00061425","E00061425",282,282,0
"2021","E00174132","E00174132",362,362,0
"2021","E00174134","E00174134",372,372,0
"2021","E00061446","E00061446",243,243,0
"2021","E00061454","E00061454",297,297,0
"2021","E00061455","E00061455",309,309,0
"2021","E00061456","E00061456",258,258,0
"2021","E00061457","E00061457",260,260,0
"2021","E00061448","E00061448",217,217,0
"2021","E00061449","E00061449",269,269,0
"2021","E00061450","E00061450",237,237,0
"2021","E00061451","E00061451",271,271,0
"2021","E00061452","E00061452",305,305,0
"2021","E00061453","E00061453",299,299,0
"2021","E00061161","E00061161",179,179,0
"2021","E00061169","E00061169",204,204,0
"2021","E00061171","E00061171",322,292,30
"2021","E00061174","E00061174",197,197,0
"2021","E00061179","E00061179",192,191,1
"2021","E00061159","E00061159",278,278,0
"2021","E00061173","E00061173",249,249,0
"2021","E00061181","E00061181",233,233,0
"2021","E00188213","E00188213",259,259,0
"2021","E00188235","E00188235",349,349,0
"2021","E00061163","E00061163",370,370,0
"2021","E00061165","E00061165",294,294,0
"2021","E00061178","E00061178",261,261,0
"2021","E00188227","E00188227",218,218,0
"2021","E00188250","E00188250",337,279,58
"2021","E00188300","E00188300",373,373,0
"2021","E00188307","E00188307",231,231,0
"2021","E00188324","E00188324",353,353,0
"2021","E00061162","E00061162",262,262,0
"2021","E00061167","E00061167",282,282,0
"2021","E00061172","E00061172",206,206,0
"2021","E00061176","E00061176",199,199,0
"2021","E00061180","E00061180",249,249,0
"2021","E00061164","E00061164",158,158,0
"2021","E00061166","E00061166",166,166,0
"2021","E00061168","E00061168",364,364,0
"2021","E00061175","E00061175",406,406,0
"2021","E00061182","E00061182",282,282,0
"2021","E00061227","E00061227",313,313,0
"2021","E00061229","E00061229",259,259,0
"2021","E00165770","E00165770",164,164,0
"2021","E00174120","E00174120",386,386,0
"2021","E00174128","E00174128",318,318,0
"2021","E00174129","E00174129",304,304,0
"2021","E00174130","E00174130",319,319,0
"2021","E00174133","E00174133",250,250,0
"2021","E00188266","E00188266",232,232,0
"2021","E00188292","E00188292",393,393,0
"2021","E00061217","E00061217",332,332,0
"2021","E00061220","E00061220",245,245,0
"2021","E00061221","E00061221",268,268,0
"2021","E00061222","E00061222",230,230,0
"2021","E00061223","E00061223",374,374,0
"2021","E00061231","E00061231",297,297,0
"2021","E00061213","E00061213",240,240,0
"2021","E00061216","E00061216",222,222,0
"2021","E00061218","E00061218",259,259,0
"2021","E00061219","E00061219",261,261,0
"2021","E00061230","E00061230",262,262,0
"2021","E00061214","E00061214",239,239,0
"2021","E00061224","E00061224",251,251,0
"2021","E00061225","E00061225",267,267,0
"2021","E00061228","E00061228",280,280,0
"2021","E00061292","E00061292",194,194,0
"2021","E00061299","E00061299",254,254,0
"2021","E00061305","E00061305",221,221,0
"2021","E00061306","E00061306",211,211,0
"2021","E00061307","E00061307",241,241,0
"2021","E00061301","E00061301",254,254,0
"2021","E00061308","E00061308",315,315,0
"2021","E00061309","E00061309",181,181,0
"2021","E00061310","E00061310",182,182,0
"2021","E00061311","E00061311",305,305,0
"2021","E00061313","E00061313",566,566,0
"2021","E00061293","E00061293",277,277,0
"2021","E00061297","E00061297",292,292,0
"2021","E00061302","E00061302",254,254,0
"2021","E00061303","E00061303",225,225,0
"2021","E00061312","E00061312",249,249,0
"2021","E00061314","E00061314",305,305,0
"2021","E00061294","E00061294",224,224,0
"2021","E00061295","E00061295",299,299,0
"2021","E00061296","E00061296",297,297,0
"2021","E00061298","E00061298",221,221,0
"2021","E00061300","E00061300",305,305,0
"2021","E00061304","E00061304",247,213,34
"2021","E00061316","E00061316",276,276,0
"2021","E00061327","E00061327",270,270,0
"2021","E00061329","E00061329",346,278,68
"2021","E00061332","E00061332",282,260,22
"2021","E00061334","E00061334",329,329,0
"2021","E00061317","E00061317",250,223,27
"2021","E00061318","E00061318",254,254,0
"2021","E00061319","E00061319",214,214,0
"2021","E00061320","E00061320",204,204,0
"2021","E00061321","E00061321",224,224,0
"2021","E00061335","E00061335",215,204,11
"2021","E00061315","E00061315",280,280,0
"2021","E00061322","E00061322",394,394,0
"2021","E00061323","E00061323",297,297,0
"2021","E00061324","E00061324",261,261,0
"2021","E00061331","E00061331",300,300,0
"2021","E00061325","E00061325",267,264,3
"2021","E00061326","E00061326",287,287,0
"2021","E00061328","E00061328",328,301,27
"2021","E00061330","E00061330",235,235,0
"2021","E00061333","E00061333",361,288,73
"2021","E00061098","E00061098",283,283,0
"2021","E00061101","E00061101",308,308,0
"2021","E00061102","E00061102",187,187,0
"2021","E00061103","E00061103",346,346,0
"2021","E00061104","E00061104",317,317,0
"2021","E00061091","E00061091",279,278,1
"2021","E00061105","E00061105",192,192,0
"2021","E00061106","E00061106",323,323,0
"2021","E00061107","E00061107",295,295,0
"2021","E00061108","E00061108",315,315,0
"2021","E00061385","E00061385",322,322,0
"2021","E00061386","E00061386",334,334,0
"2021","E00061389","E00061389",272,272,0
"2021","E00061404","E00061404",196,196,0
"2021","E00061405","E00061405",269,269,0
"2021","E00061092","E00061092",269,269,0
"2021","E00061095","E00061095",317,317,0
"2021","E00061096","E00061096",286,286,0
"2021","E00061097","E00061097",281,281,0
"2021","E00061099","E00061099",329,329,0
"2021","E00061100","E00061100",301,301,0
"2021","E00174124","E00174124",366,366,0
"2021","E00061005","E00061005",416,416,0
"2021","E00061007","E00061007",267,267,0
"2021","E00061009","E00061009",262,246,16
"2021","E00061017","E00061017",277,277,0
"2021","E00061004","E00061004",266,261,5
"2021","E00061012","E00061012",284,284,0
"2021","E00061016","E00061016",274,274,0
"2021","E00061018","E00061018",284,284,0
"2021","E00061008","E00061008",269,269,0
"2021","E00061011","E00061011",305,305,0
"2021","E00061019","E00061019",297,297,0
"2021","E00188182","E00188182",293,292,1
"2021","E00188268","E00188268",408,408,0
"2021","E00061010","E00061010",291,291,0
"2021","E00061013","E00061013",367,367,0
"2021","E00061014","E00061014",330,330,0
"2021","E00061015","E00061015",271,271,0
"2021","E00061020","E00061020",238,238,0
"2021","E00061069","E00061069",284,282,2
"2021","E00061070","E00061070",257,257,0
"2021","E00165774","E00165774",496,496,0
"2021","E00188170","E00188170",344,344,0
"2021","E00061067","E00061067",253,253,0
"2021","E00061068","E00061068",332,275,57
"2021","E00061074","E00061074",256,256,0
"2021","E00061076","E00061076",248,248,0
"2021","E00061090","E00061090",226,226,0
"2021","E00061065","E00061065",330,330,0
"2021","E00061075","E00061075",233,233,0
"2021","E00061077","E00061077",257,257,0
"2021","E00061078","E00061078",190,190,0
"2021","E00061080","E00061080",283,283,0
"2021","E00061066","E00061066",269,256,13
"2021","E00061079","E00061079",170,169,1
"2021","E00061081","E00061081",348,348,0
"2021","E00061082","E00061082",282,257,25
"2021","E00061084","E00061084",216,214,2
"2021","E00061387","E00061387",231,231,0
"2021","E00061393","E00061393",246,246,0
"2021","E00165775","E00165775",218,218,0
"2021","E00165776","E00165776",343,343,0
"2021","E00165777","E00165777",387,387,0
"2021","E00061388","E00061388",267,267,0
"2021","E00061391","E00061391",275,275,0
"2021","E00061392","E00061392",275,275,0
"2021","E00061396","E00061396",244,244,0
"2021","E00061397","E00061397",208,208,0
"2021","E00061338","E00061338",214,214,0
"2021","E00061340","E00061340",268,268,0
"2021","E00061342","E00061342",248,248,0
"2021","E00061344","E00061344",365,365,0
"2021","E00061345","E00061345",233,233,0
"2021","E00061336","E00061336",346,346,0
"2021","E00061348","E00061348",348,348,0
"2021","E00061349","E00061349",272,272,0
"2021","E00061351","E00061351",518,518,0
"2021","E00188175","E00188175",277,277,0
"2021","E00188208","E00188208",311,311,0
"2021","E00188270","E00188270",352,352,0
"2021","E00061337","E00061337",267,267,0
"2021","E00061339","E00061339",285,285,0
"2021","E00061341","E00061341",311,311,0
"2021","E00061343","E00061343",394,394,0
"2021","E00061346","E00061346",286,286,0
"2021","E00061350","E00061350",429,429,0
"2021","E00061353","E00061353",332,323,9
"2021","E00061354","E00061354",334,334,0
"2021","E00061355","E00061355",282,282,0
"2021","E00061356","E00061356",246,246,0
"2021","E00188178","E00188178",308,306,2
"2021","E00188278","E00188278",245,245,0
"2021","E00188280","E00188280",236,236,0
"2021","E00060999","E00060999",266,266,0
"2021","E00061000","E00061000",249,249,0
"2021","E00061001","E00061001",307,307,0
"2021","E00061002","E00061002",266,266,0
"2021","E00061003","E00061003",357,357,0
"2021","E00061192","E00061192",280,280,0
"2021","E00061195","E00061195",328,328,0
"2021","E00061196","E00061196",276,245,31
"2021","E00061202","E00061202",270,270,0
"2021","E00061204","E00061204",251,251,0
"2021","E00061193","E00061193",327,327,0
"2021","E00061194","E00061194",256,256,0
